population,cycle,cycle_week,snapshot_date,faculty,school,department,sub_department,course_code,course_name,fee_status,country_of_domicile,academic_level,month_of_entry,mode_of_attendance,applications,offers,replies,acceptances,status_new,status_in_review,status_conditional_offer,status_unconditional_offer,status_rejected,status_withdrawn,deferred,target,provisional_student_number,data_mode
PGT,2026,27,2026-03-30,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Home,United Kingdom,Not applicable,January,FT,232,130,88,59,26,43,107,23,51,8,1,155,149,Synthetic demonstration
PGT,2026,28,2026-04-06,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Home,United Kingdom,Not applicable,January,FT,242,136,98,66,26,45,112,24,53,8,2,155,149,Synthetic demonstration
PGT,2026,29,2026-04-13,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Home,United Kingdom,Not applicable,January,FT,251,141,107,72,26,46,116,25,55,9,2,155,149,Synthetic demonstration
PGT,2026,30,2026-04-20,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Home,United Kingdom,Not applicable,January,FT,260,146,117,78,26,48,120,26,57,9,2,155,149,Synthetic demonstration
PGT,2026,31,2026-04-27,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Home,United Kingdom,Not applicable,January,FT,265,148,124,83,25,50,121,27,58,9,2,155,149,Synthetic demonstration
PGT,2026,32,2026-05-04,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Home,United Kingdom,Not applicable,January,FT,270,151,133,89,25,51,124,27,59,9,2,155,149,Synthetic demonstration
PGT,2026,33,2026-05-11,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Home,United Kingdom,Not applicable,January,FT,275,154,142,95,24,51,126,28,60,10,2,155,149,Synthetic demonstration
PGT,2026,34,2026-05-18,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Home,United Kingdom,Not applicable,January,FT,279,156,144,96,23,52,128,28,61,10,2,155,149,Synthetic demonstration
PGT,2026,35,2026-05-25,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Home,United Kingdom,Not applicable,January,FT,286,160,147,98,23,53,131,29,63,10,2,155,149,Synthetic demonstration
PGT,2026,36,2026-06-01,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Home,United Kingdom,Not applicable,January,FT,288,161,148,99,22,54,132,29,63,10,2,155,149,Synthetic demonstration
PGT,2026,37,2026-06-08,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Home,United Kingdom,Not applicable,January,FT,292,164,151,101,21,54,134,30,64,10,3,155,149,Synthetic demonstration
PGT,2026,38,2026-06-15,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Home,United Kingdom,Not applicable,January,FT,296,166,153,103,20,55,136,30,65,10,3,155,149,Synthetic demonstration
PGT,2026,39,2026-06-22,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Home,United Kingdom,Not applicable,January,FT,297,166,153,103,19,56,136,30,65,10,3,155,149,Synthetic demonstration
PGT,2026,40,2026-06-29,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Home,United Kingdom,Not applicable,January,FT,303,170,156,105,18,55,139,31,67,11,3,155,149,Synthetic demonstration
PGT,2026,1,2025-09-29,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,Nigeria,Not applicable,January,PT,9,0,0,0,2,9,0,0,0,0,0,67,64,Synthetic demonstration
PGT,2026,2,2025-10-06,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,Malaysia,Not applicable,January,PT,8,0,0,0,2,8,0,0,0,0,0,67,64,Synthetic demonstration
PGT,2026,3,2025-10-13,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,United States,Not applicable,January,PT,9,0,0,0,2,9,0,0,0,0,0,67,64,Synthetic demonstration
PGT,2026,4,2025-10-20,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,Hong Kong,Not applicable,January,PT,12,0,0,0,2,12,0,0,0,0,0,67,64,Synthetic demonstration
PGT,2026,5,2025-10-27,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,India,Not applicable,January,PT,12,0,0,0,2,12,0,0,0,0,0,67,64,Synthetic demonstration
PGT,2026,6,2025-11-03,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,Saudi Arabia,Not applicable,January,PT,13,0,0,0,3,13,0,0,0,0,0,67,64,Synthetic demonstration
PGT,2026,7,2025-11-10,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,Singapore,Not applicable,January,PT,19,1,0,0,4,18,1,0,0,0,0,67,64,Synthetic demonstration
PGT,2026,8,2025-11-17,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,Malaysia,Not applicable,January,PT,21,1,0,0,4,19,1,0,1,0,0,67,64,Synthetic demonstration
PGT,2026,9,2025-11-24,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,United Arab Emirates,Not applicable,January,PT,23,2,0,0,4,20,2,0,1,0,0,67,64,Synthetic demonstration
PGT,2026,10,2025-12-01,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,United States,Not applicable,January,PT,27,3,0,0,5,23,2,1,1,0,0,67,64,Synthetic demonstration
PGT,2026,11,2025-12-08,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,Nigeria,Not applicable,January,PT,24,3,0,0,4,20,2,1,1,0,0,67,64,Synthetic demonstration
PGT,2026,12,2025-12-15,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,Nigeria,Not applicable,January,PT,34,5,0,0,6,27,4,1,2,0,0,67,64,Synthetic demonstration
PGT,2026,13,2025-12-22,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,United States,Not applicable,January,PT,36,6,1,1,6,27,5,1,3,0,0,67,64,Synthetic demonstration
PGT,2026,14,2025-12-29,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,Singapore,Not applicable,January,PT,42,8,1,1,7,29,7,1,4,1,0,67,64,Synthetic demonstration
PGT,2026,15,2026-01-05,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,India,Not applicable,January,PT,45,9,2,1,7,31,7,2,4,1,0,67,64,Synthetic demonstration
PGT,2026,16,2026-01-12,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,India,Not applicable,January,PT,49,11,3,2,8,32,9,2,5,1,0,67,64,Synthetic demonstration
PGT,2026,17,2026-01-19,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,Singapore,Not applicable,January,PT,53,13,4,3,8,33,11,2,6,1,0,67,64,Synthetic demonstration
PGT,2026,18,2026-01-26,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,Malaysia,Not applicable,January,PT,59,16,5,3,9,34,13,3,8,1,0,67,64,Synthetic demonstration
PGT,2026,19,2026-02-02,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,Canada,Not applicable,January,PT,63,18,6,4,9,35,15,3,9,1,0,67,64,Synthetic demonstration
PGT,2026,20,2026-02-09,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,Saudi Arabia,Not applicable,January,PT,70,22,9,6,10,36,18,4,10,2,0,67,64,Synthetic demonstration
PGT,2026,21,2026-02-16,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,United States,Not applicable,January,PT,71,24,11,7,10,34,20,4,11,2,0,67,64,Synthetic demonstration
PGT,2026,22,2026-02-23,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,Nigeria,Not applicable,January,PT,78,28,13,9,10,35,23,5,13,2,0,67,64,Synthetic demonstration
PGT,2026,23,2026-03-02,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,Malaysia,Not applicable,January,PT,88,33,17,11,11,36,27,6,16,3,0,67,64,Synthetic demonstration
PGT,2026,24,2026-03-09,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,United States,Not applicable,January,PT,87,35,20,13,11,32,29,6,17,3,0,67,64,Synthetic demonstration
PGT,2026,25,2026-03-16,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,Canada,Not applicable,January,PT,93,39,23,15,11,32,32,7,19,3,0,67,64,Synthetic demonstration
PGT,2026,26,2026-03-23,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,India,Not applicable,January,PT,96,42,27,18,11,31,34,8,20,3,0,67,64,Synthetic demonstration
PGT,2026,27,2026-03-30,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,Saudi Arabia,Not applicable,January,PT,102,47,32,21,11,29,39,8,22,4,1,67,64,Synthetic demonstration
PGT,2026,28,2026-04-06,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,Singapore,Not applicable,January,PT,104,48,35,23,11,29,39,9,23,4,1,67,64,Synthetic demonstration
PGT,2026,29,2026-04-13,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,Malaysia,Not applicable,January,PT,109,50,38,25,11,31,41,9,24,4,1,67,64,Synthetic demonstration
PGT,2026,30,2026-04-20,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,China,Not applicable,January,PT,114,52,42,28,11,33,43,9,25,4,1,67,64,Synthetic demonstration
PGT,2026,31,2026-04-27,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,United States,Not applicable,January,PT,114,52,44,29,11,33,43,9,25,4,1,67,64,Synthetic demonstration
PGT,2026,32,2026-05-04,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,India,Not applicable,January,PT,119,55,48,32,11,34,45,10,26,4,1,67,64,Synthetic demonstration
PGT,2026,33,2026-05-11,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,Nigeria,Not applicable,January,PT,122,56,52,35,11,35,46,10,27,4,1,67,64,Synthetic demonstration
PGT,2026,34,2026-05-18,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,Hong Kong,Not applicable,January,PT,124,57,52,35,10,36,47,10,27,4,1,67,64,Synthetic demonstration
PGT,2026,35,2026-05-25,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,Singapore,Not applicable,January,PT,124,57,52,35,10,36,47,10,27,4,1,67,64,Synthetic demonstration
PGT,2026,36,2026-06-01,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,Malaysia,Not applicable,January,PT,132,61,56,38,10,37,50,11,29,5,1,67,64,Synthetic demonstration
PGT,2026,37,2026-06-08,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,United States,Not applicable,January,PT,129,59,54,36,9,37,48,11,28,5,1,67,64,Synthetic demonstration
PGT,2026,38,2026-06-15,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,Saudi Arabia,Not applicable,January,PT,129,59,54,36,9,37,48,11,28,5,1,67,64,Synthetic demonstration
PGT,2026,39,2026-06-22,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,Malaysia,Not applicable,January,PT,128,59,54,36,8,37,48,11,28,4,1,67,64,Synthetic demonstration
PGT,2026,40,2026-06-29,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Overseas,Nigeria,Not applicable,January,PT,130,60,55,37,8,36,49,11,29,5,1,67,64,Synthetic demonstration
PGT,2026,1,2025-09-29,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,4,0,0,0,1,4,0,0,0,0,0,9,9,Synthetic demonstration
PGT,2026,2,2025-10-06,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,5,0,0,0,1,5,0,0,0,0,0,9,9,Synthetic demonstration
PGT,2026,3,2025-10-13,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,4,0,0,0,1,4,0,0,0,0,0,9,9,Synthetic demonstration
PGT,2026,4,2025-10-20,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,3,0,0,0,1,3,0,0,0,0,0,9,9,Synthetic demonstration
PGT,2026,5,2025-10-27,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,0,0,0,0,0,0,0,0,0,0,0,9,9,Synthetic demonstration
PGT,2026,6,2025-11-03,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,3,0,0,0,1,3,0,0,0,0,0,9,9,Synthetic demonstration
PGT,2026,7,2025-11-10,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,0,0,0,0,0,0,0,0,0,0,0,9,9,Synthetic demonstration
PGT,2026,8,2025-11-17,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,0,0,0,0,0,0,0,0,0,0,0,9,9,Synthetic demonstration
PGT,2026,9,2025-11-24,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,4,0,0,0,1,4,0,0,0,0,0,9,9,Synthetic demonstration
PGT,2026,10,2025-12-01,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,4,0,0,0,1,4,0,0,0,0,0,9,9,Synthetic demonstration
PGT,2026,11,2025-12-08,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,6,1,0,0,1,5,1,0,0,0,0,9,9,Synthetic demonstration
PGT,2026,12,2025-12-15,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,5,1,0,0,1,4,1,0,0,0,0,9,9,Synthetic demonstration
PGT,2026,13,2025-12-22,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,6,1,0,0,1,5,1,0,0,0,0,9,9,Synthetic demonstration
PGT,2026,14,2025-12-29,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,3,0,0,0,0,3,0,0,0,0,0,9,9,Synthetic demonstration
PGT,2026,15,2026-01-05,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,6,1,0,0,1,4,1,0,1,0,0,9,9,Synthetic demonstration
PGT,2026,16,2026-01-12,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,4,1,0,0,1,3,1,0,0,0,0,9,9,Synthetic demonstration
PGT,2026,17,2026-01-19,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,3,1,0,0,0,2,1,0,0,0,0,9,9,Synthetic demonstration
PGT,2026,18,2026-01-26,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,10,2,1,1,1,7,2,0,1,0,0,9,9,Synthetic demonstration
PGT,2026,19,2026-02-02,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,7,2,1,1,1,4,2,0,1,0,0,9,9,Synthetic demonstration
PGT,2026,20,2026-02-09,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,11,3,1,1,2,6,2,1,2,0,0,9,9,Synthetic demonstration
PGT,2026,21,2026-02-16,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,12,3,1,1,2,7,2,1,2,0,0,9,9,Synthetic demonstration
PGT,2026,22,2026-02-23,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,10,3,1,1,1,5,2,1,2,0,0,9,9,Synthetic demonstration
PGT,2026,23,2026-03-02,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,13,4,2,1,2,7,3,1,2,0,0,9,9,Synthetic demonstration
PGT,2026,24,2026-03-09,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,11,3,2,1,1,6,2,1,2,0,0,9,9,Synthetic demonstration
PGT,2026,25,2026-03-16,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,9,3,2,1,1,4,2,1,2,0,0,9,9,Synthetic demonstration
PGT,2026,26,2026-03-23,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,14,5,3,2,2,6,4,1,3,0,0,9,9,Synthetic demonstration
PGT,2026,27,2026-03-30,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,13,5,3,2,1,5,4,1,3,0,0,9,9,Synthetic demonstration
PGT,2026,28,2026-04-06,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,14,5,4,3,2,6,4,1,3,0,0,9,9,Synthetic demonstration
PGT,2026,29,2026-04-13,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,19,7,5,3,2,7,6,1,4,1,0,9,9,Synthetic demonstration
PGT,2026,30,2026-04-20,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,12,4,3,2,1,5,3,1,3,0,0,9,9,Synthetic demonstration
PGT,2026,31,2026-04-27,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,17,6,5,3,2,6,5,1,4,1,0,9,9,Synthetic demonstration
PGT,2026,32,2026-05-04,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,14,5,4,3,1,6,4,1,3,0,0,9,9,Synthetic demonstration
PGT,2026,33,2026-05-11,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,18,7,6,4,2,6,6,1,4,1,0,9,9,Synthetic demonstration
PGT,2026,34,2026-05-18,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,17,6,6,4,1,6,5,1,4,1,0,9,9,Synthetic demonstration
PGT,2026,35,2026-05-25,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,18,7,6,4,1,6,6,1,4,1,0,9,9,Synthetic demonstration
PGT,2026,36,2026-06-01,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,15,5,5,3,1,6,4,1,3,1,0,9,9,Synthetic demonstration
PGT,2026,37,2026-06-08,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,16,6,6,4,1,5,5,1,4,1,0,9,9,Synthetic demonstration
PGT,2026,38,2026-06-15,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,20,7,6,4,1,8,6,1,4,1,0,9,9,Synthetic demonstration
PGT,2026,39,2026-06-22,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,21,8,7,5,1,7,7,1,5,1,0,9,9,Synthetic demonstration
PGT,2026,40,2026-06-29,"Faculty of Biology, Medicine and Health",School of Health Sciences,Public Health,Public Health,PG-PH,MPH Public Health,Pending assessment,Pending fee assessment,Not applicable,January,PT,19,7,6,4,1,7,6,1,4,1,0,9,9,Synthetic demonstration
PGR,2023,1,2022-09-26,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,6,0,0,0,1,6,0,0,0,0,0,36,35,Synthetic demonstration
PGR,2023,2,2022-10-03,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,11,0,0,0,2,11,0,0,0,0,0,36,35,Synthetic demonstration
PGR,2023,3,2022-10-10,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,7,0,0,0,1,7,0,0,0,0,0,36,35,Synthetic demonstration
PGR,2023,4,2022-10-17,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,10,0,0,0,2,10,0,0,0,0,0,36,35,Synthetic demonstration
PGR,2023,5,2022-10-24,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,7,0,0,0,1,7,0,0,0,0,0,36,35,Synthetic demonstration
PGR,2023,6,2022-10-31,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,9,0,0,0,2,9,0,0,0,0,0,36,35,Synthetic demonstration
PGR,2023,7,2022-11-07,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,12,0,0,0,2,12,0,0,0,0,0,36,35,Synthetic demonstration
PGR,2023,8,2022-11-14,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,12,1,0,0,2,11,1,0,0,0,0,36,35,Synthetic demonstration
PGR,2023,9,2022-11-21,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,11,1,0,0,2,10,1,0,0,0,0,36,35,Synthetic demonstration
PGR,2023,10,2022-11-28,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,13,1,0,0,2,11,1,0,1,0,0,36,35,Synthetic demonstration
PGR,2023,11,2022-12-05,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,18,2,0,0,3,15,2,0,1,0,0,36,35,Synthetic demonstration
PGR,2023,12,2022-12-12,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,20,2,0,0,3,17,2,0,1,0,0,36,35,Synthetic demonstration
PGR,2023,13,2022-12-19,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,22,3,0,0,4,17,2,1,2,0,0,36,35,Synthetic demonstration
PGR,2023,14,2022-12-26,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,25,3,0,0,4,20,2,1,2,0,0,36,35,Synthetic demonstration
PGR,2023,15,2023-01-02,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,24,4,1,1,4,18,3,1,2,0,0,36,35,Synthetic demonstration
PGR,2023,16,2023-01-09,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,25,4,1,1,4,18,3,1,3,0,0,36,35,Synthetic demonstration
